,Latitude,Longitude
W 117th St & Fortune Av,41.45705600000001,-81.768861
WCC Inc Lakewest Construction,41.480331,-81.74879899999999
WESTSIDE AUTO MART INC,41.56029100000001,-81.5668922
WIC,41.5403097,-81.60699939999999
"WRG Services, Inc.",41.6157316,-81.5141886
Wade Park Child Care,41.5154466,-81.62227810000002
Wal Group,41.5570588,-81.53269639999999
Walgreens,41.43820400000001,-81.706558
Walken Frame & Art,41.4840062,-81.73851839999999
Walker Digital Services LLC,41.5482909,-81.5897373
Wall Street Barber Shop,41.4334739,-81.71109899999999
Wallace Anthony,41.474089,-81.590248
Walmart,41.518883,-81.440232
Walmart Pharmacy,41.518986,-81.440519
Walt's Electrical Services,41.397939,-81.574679
Walter A Burks Playground,41.5254015,-81.60881599999999
Warner Auto Electric,41.437144,-81.629322
Warner Food Mart,41.4352421,-81.62970709999999
Warner Girls' Leadership Academy,41.4386771,-81.6275783
Warrensville Chamber-Commerce,41.4342048,-81.4934202
Warrensville Heights,41.4323067,-81.5102655
Warrensville Heights Branch of Cuyahoga County Public Library,41.44061799999999,-81.5261031
Warrensville Heights High School,41.4434285,-81.5306741
Washington & Co Insurance Agency Inc,41.515375,-81.622298
Washington Av & w 28th St,41.49198,-81.709766
Water's Edge,41.6164443,-81.51550120000002
Watson's Funeral Home,41.5224783,-81.6102111
Weinberger Richard F MD,41.4894483,-81.6645806
Wel-Dan Co Inc,41.597536,-81.527165
Wendy's,41.4803392,-81.5988574
West 117th Marathon,41.4549746,-81.7687122
West 58th St Church of God,41.468038,-81.72671460000001
West Park Party Center,41.457189,-81.779883
West Side Ecumenical Ministry,41.464614,-81.72672899999999
Westbrook Village,41.441749,-81.744869
Western Reserve Lawn & Yard Care Inc.,41.53940000000001,-81.5291079
Western Union,41.5839809,-81.4874974
Westside Catholic Center,41.4886402,-81.6482518
Westview Acres Apartments,41.41447609999999,-81.75154959999999
Westview North Apartments,41.41556610000001,-81.7520024
Wexler's Tavern & Eatery,41.4303,-81.707512
White Road Gang Inc,41.5595179,-81.569986
Whittington's Creative Childcare Lessons,41.4622249,-81.58828799999999
Whole Armor of God Ministries,41.45999749999999,-81.5716606
Wilbur Wright Elementary School,41.460167,-81.76376
Wilbur Wright Middle School,41.460167,-81.76376
Wildwood Outdoor Services,41.586479,-81.55979
William & Child LLC,41.536887,-81.602481
William Plotz Machine-Forge Co,41.4960825,-81.7100126
Williams Center of Truth,41.52506700000001,-81.61351499999999
Williams Unique,41.476312,-81.63713299999999
Willing Workers Baptist Church,41.463151,-81.59680399999999
Willson Elementary School,41.52402900000001,-81.62838699999999
Wilson Dan Pete,41.476453,-81.599002
Winborn Janitorial Services,41.4670981,-81.6449833
Windsor Management,41.58922489999999,-81.5011604
Wing Depot,41.5756236,-81.5595665
Winner's Sports Bar & Grill,41.5950082,-81.4909879
Wireless Exchange,41.4937936,-81.6626244
Wolf Den,41.4997608,-81.6302331
Woodland & E 37,41.4900593,-81.6614858
Woodland Av & E 34th St,41.4907225,-81.664981
Woodland Av & E 37th St,41.490149,-81.6629375
Woodland Av & E 40th St,41.489465,-81.65858399999999
Woodland Av & E 45th St,41.488986,-81.657163
Woodland Av & E 47th St,41.488895,-81.655836
Woodland Av & E 50th St,41.4884894,-81.65367020000001
Wright Junior High School,41.4603283,-81.7640225
Wright On Time Takeout,41.57560489999999,-81.55956789999999
XO Prime Steaks,41.4998292,-81.6984734
XPRO Data Recovery Ohio,41.6003787,-81.5282771
XYZ the Tavern,41.48399269999999,-81.7297773
YMCA,41.48865480000001,-81.6482771
YRC Freight,41.46399,-81.5943099
Yos Computer Store,41.522811,-81.6282751
You Walk Bail Bond Agency,41.5022719,-81.6967617
Your Snack Shack,41.4641416,-81.5822194
Youth For Christ,41.4647432,-81.7263488
Youthful Living,41.5570589,-81.5326961
"Yvonne D. Mccreary, RN",41.61220100000001,-81.51999699999999
"Zakiyyah H. Andrews, LPN",41.584349,-81.49074399999999
Zanney Ray,41.417163,-81.7497595
Zele Funeral Homes Inc,41.56958119999999,-81.57549019999999
Zen BodyScape Massage Studio,41.4865303,-81.76273669999999
calvary's path,41.46695,-81.645398
fix window glass & mirror all glass repair,41.4679166,-81.7274288
godsgirl12316,41.5712541,-81.5779151
gordon square,41.587127,-81.556483
imovie studios,41.6004641,-81.5268163
"jbmedia, inc.",41.5925664,-81.50549
personal growth school of hypnotherapy,41.5293766,-81.5403848
trades network llc,41.464449,-81.746477
www.click2cashmedia.com,41.5974133,-81.4943973
www.commandmentone.com,41.600464,-81.526816
www.yungbeats.com/beats,41.5937809,-81.4950664
